Date,Description,Deposit Amount,Withdrawal Amount,Notes,Category Name,Category Id,Ledger Id,Ledger Name,Description_clean
04-11-2025,INFOSYS LIMITED INTEREST CREDIT-479553,9777.0,0.0,,Investment Income,2,202,Investment Income Ledger,INFOSYS LIMITED INTEREST CREDIT
23-06-2025,UPI-SWIGGY-MISC-875359,1582.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI SWIGGY MISC
14-05-2025,BANK TRANSFER-HOUSE RENT-985259,0.0,57429.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
29-04-2025,BANK TRANSFER-HOUSE RENT-720253,0.0,53178.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
10-12-2025,UPI-GOOGLEPAY-GOA TRIP EXPENSES,0.0,3222.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI GOOGLEPAY GOA TRIP EXPENSES
02-08-2025,CC BILL PAYMENT-518963898,0.0,23884.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
20-12-2025,UPI-RELIANCE DIGITAL-GOA TRIP EXPENSES,0.0,6766.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI RELIANCE DIGITAL GOA TRIP EXPENSES
24-04-2025,UPI-IRCTC UTS-TICKET-703645314,0.0,3464.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI IRCTC UTS TICKET
24-07-2025,UPI-NATURAL ICE CREAM-CLOTHING,0.0,13665.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI NATURAL ICE CREAM CLOTHING
14-10-2025,UPI-GOOGLEPAY-GOA TRIP EXPENSES,0.0,9180.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI GOOGLEPAY GOA TRIP EXPENSES
13-01-2026,UPI-BHARGAV SANDEEP DESAI-BOOKS,0.0,671.0,,Education & Books,10,308,Education Expense Ledger,UPI BHARGAV SANDEEP DESAI BOOKS
26-07-2025,UPI-ZOMATO-MOBILE BILL,0.0,3797.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI ZOMATO MOBILE BILL
14-11-2025,POS-AMAZON INDIA-MALL PURCHASE,0.0,563.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,POS AMAZON INDIA MALL PURCHASE
17-02-2026,UPI-BHARGAV SANDEEP DESAI-BOOKS,0.0,2136.0,,Education & Books,10,308,Education Expense Ledger,UPI BHARGAV SANDEEP DESAI BOOKS
11-11-2025,UPI-FLIPKART-JUICE,0.0,920.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI FLIPKART JUICE
24-06-2025,HDFC BANK INTEREST CREDIT-496419,5254.0,0.0,,Investment Income,2,202,Investment Income Ledger,HDFC BANK INTEREST CREDIT
09-04-2025,DIVIDEND CREDIT CRISIL LIMITED-430763,2294.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT CRISIL LIMITED
11-02-2026,FEB 2026 SALARY CREDIT,48521.0,0.0,,Salary Income,1,201,Salary Ledger,FEB SALARY CREDIT
08-04-2025,UPI-BIG BAZAAR-GAMING,0.0,4832.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI BIG BAZAAR GAMING
13-02-2026,UPI-AMAZON INDIA-LAB TESTS,0.0,3142.0,,Health & Medical,9,307,Medical Expense Ledger,UPI AMAZON INDIA LAB TESTS
10-10-2025,HINDUSTAN UNILEVER LTD INTEREST CREDIT-298153,2617.0,0.0,,Investment Income,2,202,Investment Income Ledger,HINDUSTAN UNILEVER LTD INTEREST CREDIT
08-03-2026,UPI-FLIPKART-MUMBAI TRIP,0.0,10551.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI FLIPKART MUMBAI TRIP
16-01-2026,UPI-ZOMATO-CLOTHING,0.0,9245.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI ZOMATO CLOTHING
30-03-2026,DIVIDEND CREDIT TCS LIMITED-262007,8719.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT TCS LIMITED
06-08-2025,UPI-ZERODHA BROKING LTD-ELECTRICITY BILL,0.0,4430.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI ZERODHA BROKING LTD ELECTRICITY BILL
05-01-2026,UPI-ZOMATO-COACHING FEES,0.0,5613.0,,Education & Books,10,308,Education Expense Ledger,UPI ZOMATO COACHING FEES
25-08-2025,POS-UBER-MALL PURCHASE,0.0,19187.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,POS UBER MALL PURCHASE
22-09-2025,UPI-MYNTRA-BOOKS,0.0,7757.0,,Education & Books,10,308,Education Expense Ledger,UPI MYNTRA BOOKS
15-11-2025,DIVIDEND CREDIT ICICI BANK-738071,9161.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT ICICI BANK
13-02-2026,UPI-DMART-MOVIE TICKETS,0.0,169.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI DMART MOVIE TICKETS
25-03-2026,UPI-SPOTIFY-ELECTRICITY BILL,0.0,2207.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI SPOTIFY ELECTRICITY BILL
05-01-2026,UPI-LENSKART-MOVIE TICKETS,0.0,2879.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI LENSKART MOVIE TICKETS
31-08-2025,UPI-FLIPKART-MISC-222989,0.0,5985.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI FLIPKART MISC
01-09-2025,UPI-FLIPKART-PHARMACY,0.0,7547.0,,Health & Medical,9,307,Medical Expense Ledger,UPI FLIPKART PHARMACY
25-12-2025,UPI-UBER-ONLINE COURSE,0.0,8416.0,,Education & Books,10,308,Education Expense Ledger,UPI UBER ONLINE COURSE
26-06-2025,TATA POWER CO LTD INTEREST CREDIT-325756,6250.0,0.0,,Investment Income,2,202,Investment Income Ledger,TATA POWER CO LTD INTEREST CREDIT
11-05-2025,UPI-CREDCLUB-BROADBAND BILL,0.0,4584.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI CREDCLUB BROADBAND BILL
08-08-2025,ACH C- CRISIL LIMITED DIVIDEND-157939,7122.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C CRISIL LIMITED DIVIDEND
14-07-2025,UPI-STARBUCKS-DINNER,0.0,484.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI STARBUCKS DINNER
17-07-2025,ACH C- HINDUSTAN UNILEVER LTD DIVIDEND-655913,7983.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C HINDUSTAN UNILEVER LTD DIVIDEND
25-06-2025,UPI-BIG BAZAAR-ELECTRICITY BILL,0.0,635.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI BIG BAZAAR ELECTRICITY BILL
16-04-2025,TCS LIMITED INTEREST CREDIT-211776,3307.0,0.0,,Investment Income,2,202,Investment Income Ledger,TCS LIMITED INTEREST CREDIT
07-04-2025,UPI-SPOTIFY-GAMING,0.0,3213.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI SPOTIFY GAMING
26-03-2026,UPI-STARBUCKS-FOOD,0.0,1003.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI STARBUCKS FOOD
03-09-2025,SEP 2025 SALARY CREDIT,61271.0,0.0,,Salary Income,1,201,Salary Ledger,SEP SALARY CREDIT
18-08-2025,UPI-DMART-PHARMACY,0.0,2127.0,,Health & Medical,9,307,Medical Expense Ledger,UPI DMART PHARMACY
04-12-2025,OLA CABS PAYMENT-500615196,0.0,11773.0,,Transport & Travel,5,303,Travel Expense Ledger,OLA CABS PAYMENT
19-06-2025,UPI-RELIANCE DIGITAL-FOOD,0.0,2187.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI RELIANCE DIGITAL FOOD
12-03-2026,UPI-CREDCLUB-STATIONERY,0.0,3526.0,,Education & Books,10,308,Education Expense Ledger,UPI CREDCLUB STATIONERY
12-01-2026,NEFT CR-CREDIT CARD BILL PAYMENT-645401420,0.0,5763.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,NEFT CR CREDIT CARD BILL PAYMENT
03-05-2025,UPI-CREDCLUB-MUMBAI TRIP,0.0,11321.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI CREDCLUB MUMBAI TRIP
30-08-2025,UPI-RELIANCE DIGITAL-CAB RIDE,0.0,6122.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI RELIANCE DIGITAL CAB RIDE
14-02-2026,UPI-AMAZON INDIA-MISC-815295,0.0,6209.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI AMAZON INDIA MISC
10-03-2026,OLA CABS PAYMENT-741019209,0.0,9712.0,,Transport & Travel,5,303,Travel Expense Ledger,OLA CABS PAYMENT
18-09-2025,NEFT-RENT-892244,0.0,10892.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
10-11-2025,RELIANCE INDUSTRIES INTEREST CREDIT-680222,704.0,0.0,,Investment Income,2,202,Investment Income Ledger,RELIANCE INDUSTRIES INTEREST CREDIT
31-05-2025,UPI-CROSSWORD BOOKSTORE-GAS CYLINDER PAYMENT,0.0,3171.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI CROSSWORD BOOKSTORE GAS CYLINDER PAYMENT
27-03-2026,BANK TRANSFER-HOUSE RENT-258272,0.0,59028.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
24-06-2025,BANK TRANSFER-HOUSE RENT-602716,0.0,30538.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
10-03-2026,OLA CABS PAYMENT-110867948,0.0,3834.0,,Transport & Travel,5,303,Travel Expense Ledger,OLA CABS PAYMENT
23-11-2025,NEFT CR-SALARY-TCS,60698.0,0.0,,Salary Income,1,201,Salary Ledger,NEFT CR SALARY TCS
08-11-2025,UPI-AK JUICE CENTRE-BROADBAND BILL,0.0,2882.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI AK JUICE CENTRE BROADBAND BILL
04-10-2025,UPI-PVR CINEMAS-CONCERT TICKETS,0.0,4552.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI PVR CINEMAS CONCERT TICKETS
23-06-2025,UPI-STARBUCKS-MISC-250259,7738.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI STARBUCKS MISC
04-06-2025,UPI-IRCTC UTS-ONLINE SHOPPING,0.0,4579.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI IRCTC UTS ONLINE SHOPPING
20-06-2025,TATA POWER CO LTD INTEREST CREDIT-839945,927.0,0.0,,Investment Income,2,202,Investment Income Ledger,TATA POWER CO LTD INTEREST CREDIT
07-06-2025,UPI-FLIPKART-ONLINE COURSE,0.0,2837.0,,Education & Books,10,308,Education Expense Ledger,UPI FLIPKART ONLINE COURSE
09-01-2026,UPI-ZERODHA BROKING LTD-CLOTHING,0.0,3083.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI ZERODHA BROKING LTD CLOTHING
06-08-2025,UPI-NATURAL ICE CREAM-ELECTRICITY BILL,0.0,3839.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI NATURAL ICE CREAM ELECTRICITY BILL
22-04-2025,UPI-FLIPKART-GOA TRIP EXPENSES,0.0,9059.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI FLIPKART GOA TRIP EXPENSES
19-03-2026,UPI-CROSSWORD BOOKSTORE-PHARMACY,0.0,854.0,,Health & Medical,9,307,Medical Expense Ledger,UPI CROSSWORD BOOKSTORE PHARMACY
16-02-2026,UPI-STARBUCKS-GOA TRIP EXPENSES,0.0,8512.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI STARBUCKS GOA TRIP EXPENSES
04-03-2026,UPI-AK JUICE CENTRE-COACHING FEES,0.0,5715.0,,Education & Books,10,308,Education Expense Ledger,UPI AK JUICE CENTRE COACHING FEES
29-03-2026,ACH C- TATA POWER CO LTD DIVIDEND-119403,8217.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C TATA POWER CO LTD DIVIDEND
03-06-2025,ACH C- INFOSYS LIMITED DIVIDEND-739548,9685.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C INFOSYS LIMITED DIVIDEND
23-08-2025,UPI-BHARGAV SANDEEP DESAI-GOA TRIP EXPENSES,0.0,4853.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI BHARGAV SANDEEP DESAI GOA TRIP EXPENSES
01-01-2026,UPI-AMAZON INDIA-PHARMACY,0.0,4286.0,,Health & Medical,9,307,Medical Expense Ledger,UPI AMAZON INDIA PHARMACY
10-12-2025,RENT PAYMENT-583761,0.0,56552.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
27-05-2025,UPI-LENSKART-MISC-635620,10971.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI LENSKART MISC
22-01-2026,ACH C- TATA POWER CO LTD DIVIDEND-823807,2843.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C TATA POWER CO LTD DIVIDEND
21-06-2025,UPI-OLA CABS-STATIONERY,0.0,8152.0,,Education & Books,10,308,Education Expense Ledger,UPI OLA CABS STATIONERY
21-06-2025,UPI-NETFLIX-DINNER,0.0,1243.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI NETFLIX DINNER
13-10-2025,UPI-NETFLIX-ELECTRONICS,0.0,1373.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI NETFLIX ELECTRONICS
02-11-2025,CC BILL PAYMENT-127543766,0.0,1835.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
29-10-2025,DIVIDEND CREDIT RELIANCE INDUSTRIES-823503,4617.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT RELIANCE INDUSTRIES
04-05-2025,UPI-UBER-DINNER,0.0,1884.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI UBER DINNER
14-02-2026,UPI-RELIANCE DIGITAL-CONCERT TICKETS,0.0,4884.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI RELIANCE DIGITAL CONCERT TICKETS
06-07-2025,UPI-CROSSWORD BOOKSTORE-MEDICAL BILL,0.0,3638.0,,Health & Medical,9,307,Medical Expense Ledger,UPI CROSSWORD BOOKSTORE MEDICAL BILL
18-05-2025,NEFT CR-CREDIT CARD BILL PAYMENT-684334315,0.0,41387.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,NEFT CR CREDIT CARD BILL PAYMENT
18-02-2026,BANK TRANSFER-HOUSE RENT-771088,0.0,8706.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
14-03-2026,UPI-SPOTIFY-SHOPPING,0.0,5433.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI SPOTIFY SHOPPING
08-02-2026,UPI-OLA CABS-BROADBAND BILL,0.0,787.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI OLA CABS BROADBAND BILL
20-01-2026,RENT PAYMENT-140633,0.0,20126.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
25-11-2025,UPI-LENSKART-BROADBAND BILL,0.0,3517.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI LENSKART BROADBAND BILL
18-10-2025,UPI-CROSSWORD BOOKSTORE-BROADBAND BILL,0.0,364.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI CROSSWORD BOOKSTORE BROADBAND BILL
02-05-2025,APR MAY SALARY,43057.0,0.0,,Salary Income,1,201,Salary Ledger,APR MAY SALARY
27-08-2025,UPI-SPOTIFY-BREAKFAST,0.0,463.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI SPOTIFY BREAKFAST
14-08-2025,RENT PAYMENT-919564,0.0,41635.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
04-07-2025,UPI-AK JUICE CENTRE-MISC-615578,0.0,12074.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI AK JUICE CENTRE MISC
20-12-2025,DIVIDEND CREDIT ICICI BANK-905855,6518.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT ICICI BANK
28-09-2025,UPI-FLIPKART-COACHING FEES,0.0,652.0,,Education & Books,10,308,Education Expense Ledger,UPI FLIPKART COACHING FEES
30-04-2025,UPI-MYNTRA-ONLINE COURSE,0.0,1581.0,,Education & Books,10,308,Education Expense Ledger,UPI MYNTRA ONLINE COURSE
20-06-2025,UPI-IRCTC UTS-TICKET-236687334,0.0,14827.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI IRCTC UTS TICKET
05-12-2025,OLA CABS PAYMENT-193830920,0.0,13441.0,,Transport & Travel,5,303,Travel Expense Ledger,OLA CABS PAYMENT
28-04-2025,APR 2025 SALARY CREDIT,85124.0,0.0,,Salary Income,1,201,Salary Ledger,APR SALARY CREDIT
04-02-2026,BANK TRANSFER-HOUSE RENT-222026,0.0,11516.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
28-09-2025,UPI-BIG BAZAAR-LUNCH,0.0,1919.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI BIG BAZAAR LUNCH
22-09-2025,SEP 2025 SALARY CREDIT,76643.0,0.0,,Salary Income,1,201,Salary Ledger,SEP SALARY CREDIT
02-11-2025,UPI-DMART-COACHING FEES,0.0,6438.0,,Education & Books,10,308,Education Expense Ledger,UPI DMART COACHING FEES
26-01-2026,JAN 2026 SALARY CREDIT,53382.0,0.0,,Salary Income,1,201,Salary Ledger,JAN SALARY CREDIT
05-08-2025,UPI-LENSKART-MUMBAI TRIP,0.0,8383.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI LENSKART MUMBAI TRIP
03-12-2025,UPI-OLA CABS-CLOTHING,0.0,8547.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI OLA CABS CLOTHING
23-10-2025,UPI-IRCTC UTS-TICKET-765585023,0.0,13941.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI IRCTC UTS TICKET
07-07-2025,NEFT CR-SALARY-HDFC BANK,87340.0,0.0,,Salary Income,1,201,Salary Ledger,NEFT CR SALARY HDFC BANK
14-02-2026,UPI-IRCTC UTS-TICKET-763661890,0.0,7494.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI IRCTC UTS TICKET
16-01-2026,UPI-GOOGLEPAY-MEDICAL BILL,0.0,4934.0,,Health & Medical,9,307,Medical Expense Ledger,UPI GOOGLEPAY MEDICAL BILL
26-11-2025,UPI-CREDCLUB-BROADBAND BILL,0.0,2931.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI CREDCLUB BROADBAND BILL
04-02-2026,UPI-DOMINOS PIZZA-GOA TRIP EXPENSES,0.0,5403.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI DOMINOS PIZZA GOA TRIP EXPENSES
10-02-2026,APR FEB SALARY,55958.0,0.0,,Salary Income,1,201,Salary Ledger,APR FEB SALARY
14-12-2025,DIVIDEND CREDIT ASIAN PAINTS LTD-403806,6404.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT ASIAN PAINTS LTD
30-01-2026,UPI-AMAZON INDIA-STATIONERY,0.0,514.0,,Education & Books,10,308,Education Expense Ledger,UPI AMAZON INDIA STATIONERY
10-12-2025,NEFT CR-SALARY-HDFC BANK,77146.0,0.0,,Salary Income,1,201,Salary Ledger,NEFT CR SALARY HDFC BANK
04-12-2025,NEFT-RENT-131556,0.0,54098.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
12-11-2025,UPI-AIRTEL PAYMENTS BANK-GAS CYLINDER PAYMENT,0.0,957.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI AIRTEL PAYMENTS BANK GAS CYLINDER PAYMENT
30-12-2025,SALARY CREDIT DEC 2025,45670.0,0.0,,Salary Income,1,201,Salary Ledger,SALARY CREDIT DEC
28-05-2025,NEFT-RENT-296292,0.0,46885.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
15-02-2026,UPI-AMAZON INDIA-MISC-872291,14581.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI AMAZON INDIA MISC
12-02-2026,UPI-SPOTIFY-BREAKFAST,0.0,1737.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI SPOTIFY BREAKFAST
11-04-2025,UPI-ZOMATO-ONLINE COURSE,0.0,5376.0,,Education & Books,10,308,Education Expense Ledger,UPI ZOMATO ONLINE COURSE
26-01-2026,RELIANCE INDUSTRIES INTEREST CREDIT-324970,8770.0,0.0,,Investment Income,2,202,Investment Income Ledger,RELIANCE INDUSTRIES INTEREST CREDIT
17-05-2025,UPI-ZERODHA BROKING LTD-LUNCH,0.0,1352.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI ZERODHA BROKING LTD LUNCH
31-07-2025,UPI-OLA CABS-MISC-744795,11578.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI OLA CABS MISC
27-12-2025,UPI-MYNTRA-FOOD,0.0,1799.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI MYNTRA FOOD
29-05-2025,UPI-SWIGGY-MISC-565536,0.0,3442.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI SWIGGY MISC
23-01-2026,UPI-AIRTEL PAYMENTS BANK-ONLINE COURSE,0.0,1270.0,,Education & Books,10,308,Education Expense Ledger,UPI AIRTEL PAYMENTS BANK ONLINE COURSE
28-01-2026,UPI-SPOTIFY-MISC-312986,13507.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI SPOTIFY MISC
02-10-2025,UPI-ZOMATO-MOBILE BILL,0.0,1188.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI ZOMATO MOBILE BILL
03-04-2025,UPI-CREDCLUB-GAMING,0.0,2969.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI CREDCLUB GAMING
14-07-2025,ACH C- HDFC BANK DIVIDEND-524429,6704.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C HDFC BANK DIVIDEND
11-11-2025,UPI-BHARGAV SANDEEP DESAI-GAMING,0.0,1378.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI BHARGAV SANDEEP DESAI GAMING
24-03-2026,UPI-AK JUICE CENTRE-MUMBAI TRIP,0.0,5617.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI AK JUICE CENTRE MUMBAI TRIP
16-11-2025,NEFT-RENT-513083,0.0,37631.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
04-07-2025,UPI-STARBUCKS-MISC-832318,2291.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI STARBUCKS MISC
17-11-2025,UPI-GOOGLEPAY-BROADBAND BILL,0.0,603.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI GOOGLEPAY BROADBAND BILL
14-10-2025,UPI-ZERODHA BROKING LTD-ELECTRICITY BILL,0.0,4363.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI ZERODHA BROKING LTD ELECTRICITY BILL
09-01-2026,UPI-GOOGLEPAY-MOBILE BILL,0.0,4473.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI GOOGLEPAY MOBILE BILL
09-05-2025,UPI-CREDCLUB-MISC-669929,5053.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI CREDCLUB MISC
03-01-2026,UPI-AIRTEL PAYMENTS BANK-MISC-657373,14507.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI AIRTEL PAYMENTS BANK MISC
15-10-2025,UPI-UBER-DOCTOR CONSULTATION,0.0,1702.0,,Health & Medical,9,307,Medical Expense Ledger,UPI UBER DOCTOR CONSULTATION
17-03-2026,UPI-GOOGLEPAY-MOBILE BILL,0.0,318.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI GOOGLEPAY MOBILE BILL
03-08-2025,ACH C- ICICI BANK DIVIDEND-922450,3607.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C ICICI BANK DIVIDEND
17-11-2025,DIVIDEND CREDIT ASIAN PAINTS LTD-370001,2653.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT ASIAN PAINTS LTD
06-03-2026,UPI-BHARGAV SANDEEP DESAI-GOA TRIP EXPENSES,0.0,8277.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI BHARGAV SANDEEP DESAI GOA TRIP EXPENSES
08-05-2025,UPI-ZOMATO-ONLINE SHOPPING,0.0,12026.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI ZOMATO ONLINE SHOPPING
08-03-2026,APR MAR SALARY,86598.0,0.0,,Salary Income,1,201,Salary Ledger,APR MAR SALARY
07-12-2025,NEFT-RENT-727763,0.0,48166.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
25-04-2025,POS-AMAZON INDIA-MALL PURCHASE,0.0,16908.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,POS AMAZON INDIA MALL PURCHASE
19-07-2025,CC BILL PAYMENT-698372628,0.0,46772.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
14-12-2025,UPI-OLA CABS-CONCERT TICKETS,0.0,3657.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI OLA CABS CONCERT TICKETS
25-04-2025,UPI-DMART-JUICE,0.0,308.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI DMART JUICE
29-10-2025,UPI-OLA CABS-GOA TRIP EXPENSES,0.0,9483.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI OLA CABS GOA TRIP EXPENSES
04-08-2025,UPI-AK JUICE CENTRE-MEDICAL BILL,0.0,3567.0,,Health & Medical,9,307,Medical Expense Ledger,UPI AK JUICE CENTRE MEDICAL BILL
13-11-2025,UPI-CREDCLUB-CRED PAYMENT-885397155,0.0,64749.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,UPI CREDCLUB CRED PAYMENT
17-04-2025,UPI-AMAZON INDIA-MOVIE TICKETS,0.0,454.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI AMAZON INDIA MOVIE TICKETS
12-02-2026,UPI-CREDCLUB-LAB TESTS,0.0,7956.0,,Health & Medical,9,307,Medical Expense Ledger,UPI CREDCLUB LAB TESTS
21-03-2026,RENT PAYMENT-667769,0.0,20458.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
19-03-2026,UPI-UBER-ONLINE SHOPPING,0.0,9782.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI UBER ONLINE SHOPPING
29-12-2025,UPI-RELIANCE DIGITAL-JUICE,0.0,276.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI RELIANCE DIGITAL JUICE
18-05-2025,UPI-AIRTEL PAYMENTS BANK-MISC-373958,8969.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI AIRTEL PAYMENTS BANK MISC
02-01-2026,UPI-SWIGGY-MEDICAL BILL,0.0,6144.0,,Health & Medical,9,307,Medical Expense Ledger,UPI SWIGGY MEDICAL BILL
09-04-2025,UPI-ZERODHA BROKING LTD-MISC-361176,1598.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI ZERODHA BROKING LTD MISC
09-04-2025,UPI-SWIGGY-CONCERT TICKETS,0.0,4057.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI SWIGGY CONCERT TICKETS
27-07-2025,UPI-BIG BAZAAR-DINNER,0.0,566.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI BIG BAZAAR DINNER
