Date,Description,Deposit Amount,Withdrawal Amount,Notes,Category Name,Category Id,Ledger Id,Ledger Name
30-06-2025,UPI-DMART-DINNER,,2021,,Groceries & Food,3,301,Groceries Expense Ledger
26-09-2025,UPI-NETFLIX-COACHING FEES,,353,,Education & Books,10,308,Education Expense Ledger
20-06-2025,ACH C- INFOSYS LIMITED DIVIDEND-475233,5649,,,Investment Income,2,202,Investment Income Ledger
26-03-2026,NEFT CR-SALARY-ASSET VANTAGE,51049,,,Salary Income,1,201,Salary Ledger
10-03-2026,UPI-OLA CABS-MISC-324062,,8146,,Miscellaneous,12,499,Miscellaneous Ledger
15-04-2025,UPI-UBER-LUNCH,,1948,,Groceries & Food,3,301,Groceries Expense Ledger
13-12-2025,UPI-LENSKART-STATIONERY,,3626,,Education & Books,10,308,Education Expense Ledger
03-03-2026,RENT PAYMENT-568013,,28085,,Rent & Housing,4,302,Rent Expense Ledger
05-06-2025,NEFT-RENT-942549,,37079,,Rent & Housing,4,302,Rent Expense Ledger
24-10-2025,APR OCT SALARY,79472,,,Salary Income,1,201,Salary Ledger
28-02-2026,POS-NATURAL ICE CREAM-MALL PURCHASE,,19095,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
13-04-2025,UPI-PVR CINEMAS-WATER BILL,,3405,,Utilities & Bills,7,305,Utilities Expense Ledger
10-12-2025,UPI-RELIANCE DIGITAL-GAS CYLINDER PAYMENT,,3504,,Utilities & Bills,7,305,Utilities Expense Ledger
18-07-2025,UPI-ZERODHA BROKING LTD-ONLINE COURSE,,9749,,Education & Books,10,308,Education Expense Ledger
03-03-2026,UPI-LENSKART-BOOKS,,3392,,Education & Books,10,308,Education Expense Ledger
20-03-2026,UPI-RELIANCE DIGITAL-JUICE,,1509,,Groceries & Food,3,301,Groceries Expense Ledger
10-03-2026,NEFT CR-CREDIT CARD BILL PAYMENT-313325360,,50549,,Credit Card Payment,11,401,Credit Card Payment Ledger
20-09-2025,UPI-SWIGGY-MISC-644333,4875,,,Miscellaneous,12,499,Miscellaneous Ledger
08-02-2026,ZOMATO SUBSCRIPTION-782265,,3041,,Entertainment,8,306,Entertainment Expense Ledger
02-02-2026,UPI-NATURAL ICE CREAM-MUMBAI TRIP,,7167,,Transport & Travel,5,303,Travel Expense Ledger
26-07-2025,UPI-CROSSWORD BOOKSTORE-ONLINE COURSE,,1680,,Education & Books,10,308,Education Expense Ledger
27-01-2026,UPI-APOLLO PHARMACY-GAS CYLINDER PAYMENT,,1499,,Utilities & Bills,7,305,Utilities Expense Ledger
14-04-2025,UPI-NATURAL ICE CREAM-JUICE,,1256,,Groceries & Food,3,301,Groceries Expense Ledger
04-11-2025,INFOSYS LIMITED INTEREST CREDIT-479553,9777,,,Investment Income,2,202,Investment Income Ledger
23-06-2025,UPI-SWIGGY-MISC-875359,1582,,,Miscellaneous,12,499,Miscellaneous Ledger
14-05-2025,BANK TRANSFER-HOUSE RENT-985259,,57429,,Rent & Housing,4,302,Rent Expense Ledger
29-04-2025,BANK TRANSFER-HOUSE RENT-720253,,53178,,Rent & Housing,4,302,Rent Expense Ledger
10-12-2025,UPI-GOOGLEPAY-GOA TRIP EXPENSES,,3222,,Transport & Travel,5,303,Travel Expense Ledger
02-08-2025,CC BILL PAYMENT-518963898,,23884,,Credit Card Payment,11,401,Credit Card Payment Ledger
20-12-2025,UPI-RELIANCE DIGITAL-GOA TRIP EXPENSES,,6766,,Transport & Travel,5,303,Travel Expense Ledger
24-04-2025,UPI-IRCTC UTS-TICKET-703645314,,3464,,Transport & Travel,5,303,Travel Expense Ledger
24-07-2025,UPI-NATURAL ICE CREAM-CLOTHING,,13665,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
14-10-2025,UPI-GOOGLEPAY-GOA TRIP EXPENSES,,9180,,Transport & Travel,5,303,Travel Expense Ledger
13-01-2026,UPI-BHARGAV SANDEEP DESAI-BOOKS,,671,,Education & Books,10,308,Education Expense Ledger
26-07-2025,UPI-ZOMATO-MOBILE BILL,,3797,,Utilities & Bills,7,305,Utilities Expense Ledger
14-11-2025,POS-AMAZON INDIA-MALL PURCHASE,,563,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
17-02-2026,UPI-BHARGAV SANDEEP DESAI-BOOKS,,2136,,Education & Books,10,308,Education Expense Ledger
11-11-2025,UPI-FLIPKART-JUICE,,920,,Groceries & Food,3,301,Groceries Expense Ledger
24-06-2025,HDFC BANK INTEREST CREDIT-496419,5254,,,Investment Income,2,202,Investment Income Ledger
09-04-2025,DIVIDEND CREDIT CRISIL LIMITED-430763,2294,,,Investment Income,2,202,Investment Income Ledger
11-02-2026,FEB 2026 SALARY CREDIT,48521,,,Salary Income,1,201,Salary Ledger
08-04-2025,UPI-BIG BAZAAR-GAMING,,4832,,Entertainment,8,306,Entertainment Expense Ledger
13-02-2026,UPI-AMAZON INDIA-LAB TESTS,,3142,,Health & Medical,9,307,Medical Expense Ledger
10-10-2025,HINDUSTAN UNILEVER LTD INTEREST CREDIT-298153,2617,,,Investment Income,2,202,Investment Income Ledger
08-03-2026,UPI-FLIPKART-MUMBAI TRIP,,10551,,Transport & Travel,5,303,Travel Expense Ledger
16-01-2026,UPI-ZOMATO-CLOTHING,,9245,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
30-03-2026,DIVIDEND CREDIT TCS LIMITED-262007,8719,,,Investment Income,2,202,Investment Income Ledger
06-08-2025,UPI-ZERODHA BROKING LTD-ELECTRICITY BILL,,4430,,Utilities & Bills,7,305,Utilities Expense Ledger
05-01-2026,UPI-ZOMATO-COACHING FEES,,5613,,Education & Books,10,308,Education Expense Ledger
25-08-2025,POS-UBER-MALL PURCHASE,,19187,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
22-09-2025,UPI-MYNTRA-BOOKS,,7757,,Education & Books,10,308,Education Expense Ledger
15-11-2025,DIVIDEND CREDIT ICICI BANK-738071,9161,,,Investment Income,2,202,Investment Income Ledger
13-02-2026,UPI-DMART-MOVIE TICKETS,,169,,Entertainment,8,306,Entertainment Expense Ledger
25-03-2026,UPI-SPOTIFY-ELECTRICITY BILL,,2207,,Utilities & Bills,7,305,Utilities Expense Ledger
05-01-2026,UPI-LENSKART-MOVIE TICKETS,,2879,,Entertainment,8,306,Entertainment Expense Ledger
31-08-2025,UPI-FLIPKART-MISC-222989,,5985,,Miscellaneous,12,499,Miscellaneous Ledger
01-09-2025,UPI-FLIPKART-PHARMACY,,7547,,Health & Medical,9,307,Medical Expense Ledger
25-12-2025,UPI-UBER-ONLINE COURSE,,8416,,Education & Books,10,308,Education Expense Ledger
26-06-2025,TATA POWER CO LTD INTEREST CREDIT-325756,6250,,,Investment Income,2,202,Investment Income Ledger
11-05-2025,UPI-CREDCLUB-BROADBAND BILL,,4584,,Utilities & Bills,7,305,Utilities Expense Ledger
08-08-2025,ACH C- CRISIL LIMITED DIVIDEND-157939,7122,,,Investment Income,2,202,Investment Income Ledger
14-07-2025,UPI-STARBUCKS-DINNER,,484,,Groceries & Food,3,301,Groceries Expense Ledger
17-07-2025,ACH C- HINDUSTAN UNILEVER LTD DIVIDEND-655913,7983,,,Investment Income,2,202,Investment Income Ledger
25-06-2025,UPI-BIG BAZAAR-ELECTRICITY BILL,,635,,Utilities & Bills,7,305,Utilities Expense Ledger
16-04-2025,TCS LIMITED INTEREST CREDIT-211776,3307,,,Investment Income,2,202,Investment Income Ledger
07-04-2025,UPI-SPOTIFY-GAMING,,3213,,Entertainment,8,306,Entertainment Expense Ledger
26-03-2026,UPI-STARBUCKS-FOOD,,1003,,Groceries & Food,3,301,Groceries Expense Ledger
03-09-2025,SEP 2025 SALARY CREDIT,61271,,,Salary Income,1,201,Salary Ledger
18-08-2025,UPI-DMART-PHARMACY,,2127,,Health & Medical,9,307,Medical Expense Ledger
04-12-2025,OLA CABS PAYMENT-500615196,,11773,,Transport & Travel,5,303,Travel Expense Ledger
19-06-2025,UPI-RELIANCE DIGITAL-FOOD,,2187,,Groceries & Food,3,301,Groceries Expense Ledger
12-03-2026,UPI-CREDCLUB-STATIONERY,,3526,,Education & Books,10,308,Education Expense Ledger
12-01-2026,NEFT CR-CREDIT CARD BILL PAYMENT-645401420,,5763,,Credit Card Payment,11,401,Credit Card Payment Ledger
03-05-2025,UPI-CREDCLUB-MUMBAI TRIP,,11321,,Transport & Travel,5,303,Travel Expense Ledger
30-08-2025,UPI-RELIANCE DIGITAL-CAB RIDE,,6122,,Transport & Travel,5,303,Travel Expense Ledger
14-02-2026,UPI-AMAZON INDIA-MISC-815295,,6209,,Miscellaneous,12,499,Miscellaneous Ledger
10-03-2026,OLA CABS PAYMENT-741019209,,9712,,Transport & Travel,5,303,Travel Expense Ledger
18-09-2025,NEFT-RENT-892244,,10892,,Rent & Housing,4,302,Rent Expense Ledger
10-11-2025,RELIANCE INDUSTRIES INTEREST CREDIT-680222,704,,,Investment Income,2,202,Investment Income Ledger
31-05-2025,UPI-CROSSWORD BOOKSTORE-GAS CYLINDER PAYMENT,,3171,,Utilities & Bills,7,305,Utilities Expense Ledger
27-03-2026,BANK TRANSFER-HOUSE RENT-258272,,59028,,Rent & Housing,4,302,Rent Expense Ledger
24-06-2025,BANK TRANSFER-HOUSE RENT-602716,,30538,,Rent & Housing,4,302,Rent Expense Ledger
10-03-2026,OLA CABS PAYMENT-110867948,,3834,,Transport & Travel,5,303,Travel Expense Ledger
23-11-2025,NEFT CR-SALARY-TCS,60698,,,Salary Income,1,201,Salary Ledger
08-11-2025,UPI-AK JUICE CENTRE-BROADBAND BILL,,2882,,Utilities & Bills,7,305,Utilities Expense Ledger
04-10-2025,UPI-PVR CINEMAS-CONCERT TICKETS,,4552,,Entertainment,8,306,Entertainment Expense Ledger
23-06-2025,UPI-STARBUCKS-MISC-250259,7738,,,Miscellaneous,12,499,Miscellaneous Ledger
04-06-2025,UPI-IRCTC UTS-ONLINE SHOPPING,,4579,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
20-06-2025,TATA POWER CO LTD INTEREST CREDIT-839945,927,,,Investment Income,2,202,Investment Income Ledger
07-06-2025,UPI-FLIPKART-ONLINE COURSE,,2837,,Education & Books,10,308,Education Expense Ledger
09-01-2026,UPI-ZERODHA BROKING LTD-CLOTHING,,3083,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
06-08-2025,UPI-NATURAL ICE CREAM-ELECTRICITY BILL,,3839,,Utilities & Bills,7,305,Utilities Expense Ledger
22-04-2025,UPI-FLIPKART-GOA TRIP EXPENSES,,9059,,Transport & Travel,5,303,Travel Expense Ledger
19-03-2026,UPI-CROSSWORD BOOKSTORE-PHARMACY,,854,,Health & Medical,9,307,Medical Expense Ledger
16-02-2026,UPI-STARBUCKS-GOA TRIP EXPENSES,,8512,,Transport & Travel,5,303,Travel Expense Ledger
04-03-2026,UPI-AK JUICE CENTRE-COACHING FEES,,5715,,Education & Books,10,308,Education Expense Ledger
29-03-2026,ACH C- TATA POWER CO LTD DIVIDEND-119403,8217,,,Investment Income,2,202,Investment Income Ledger
03-06-2025,ACH C- INFOSYS LIMITED DIVIDEND-739548,9685,,,Investment Income,2,202,Investment Income Ledger
23-08-2025,UPI-BHARGAV SANDEEP DESAI-GOA TRIP EXPENSES,,4853,,Transport & Travel,5,303,Travel Expense Ledger
01-01-2026,UPI-AMAZON INDIA-PHARMACY,,4286,,Health & Medical,9,307,Medical Expense Ledger
10-12-2025,RENT PAYMENT-583761,,56552,,Rent & Housing,4,302,Rent Expense Ledger
27-05-2025,UPI-LENSKART-MISC-635620,10971,,,Miscellaneous,12,499,Miscellaneous Ledger
22-01-2026,ACH C- TATA POWER CO LTD DIVIDEND-823807,2843,,,Investment Income,2,202,Investment Income Ledger
21-06-2025,UPI-OLA CABS-STATIONERY,,8152,,Education & Books,10,308,Education Expense Ledger
21-06-2025,UPI-NETFLIX-DINNER,,1243,,Groceries & Food,3,301,Groceries Expense Ledger
13-10-2025,UPI-NETFLIX-ELECTRONICS,,1373,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
02-11-2025,CC BILL PAYMENT-127543766,,1835,,Credit Card Payment,11,401,Credit Card Payment Ledger
29-10-2025,DIVIDEND CREDIT RELIANCE INDUSTRIES-823503,4617,,,Investment Income,2,202,Investment Income Ledger
04-05-2025,UPI-UBER-DINNER,,1884,,Groceries & Food,3,301,Groceries Expense Ledger
14-02-2026,UPI-RELIANCE DIGITAL-CONCERT TICKETS,,4884,,Entertainment,8,306,Entertainment Expense Ledger
06-07-2025,UPI-CROSSWORD BOOKSTORE-MEDICAL BILL,,3638,,Health & Medical,9,307,Medical Expense Ledger
18-05-2025,NEFT CR-CREDIT CARD BILL PAYMENT-684334315,,41387,,Credit Card Payment,11,401,Credit Card Payment Ledger
18-02-2026,BANK TRANSFER-HOUSE RENT-771088,,8706,,Rent & Housing,4,302,Rent Expense Ledger
14-03-2026,UPI-SPOTIFY-SHOPPING,,5433,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
08-02-2026,UPI-OLA CABS-BROADBAND BILL,,787,,Utilities & Bills,7,305,Utilities Expense Ledger
20-01-2026,RENT PAYMENT-140633,,20126,,Rent & Housing,4,302,Rent Expense Ledger
25-11-2025,UPI-LENSKART-BROADBAND BILL,,3517,,Utilities & Bills,7,305,Utilities Expense Ledger
18-10-2025,UPI-CROSSWORD BOOKSTORE-BROADBAND BILL,,364,,Utilities & Bills,7,305,Utilities Expense Ledger
02-05-2025,APR MAY SALARY,43057,,,Salary Income,1,201,Salary Ledger
27-08-2025,UPI-SPOTIFY-BREAKFAST,,463,,Groceries & Food,3,301,Groceries Expense Ledger
14-08-2025,RENT PAYMENT-919564,,41635,,Rent & Housing,4,302,Rent Expense Ledger
04-07-2025,UPI-AK JUICE CENTRE-MISC-615578,,12074,,Miscellaneous,12,499,Miscellaneous Ledger
20-12-2025,DIVIDEND CREDIT ICICI BANK-905855,6518,,,Investment Income,2,202,Investment Income Ledger
28-09-2025,UPI-FLIPKART-COACHING FEES,,652,,Education & Books,10,308,Education Expense Ledger
30-04-2025,UPI-MYNTRA-ONLINE COURSE,,1581,,Education & Books,10,308,Education Expense Ledger
20-06-2025,UPI-IRCTC UTS-TICKET-236687334,,14827,,Transport & Travel,5,303,Travel Expense Ledger
05-12-2025,OLA CABS PAYMENT-193830920,,13441,,Transport & Travel,5,303,Travel Expense Ledger
28-04-2025,APR 2025 SALARY CREDIT,85124,,,Salary Income,1,201,Salary Ledger
04-02-2026,BANK TRANSFER-HOUSE RENT-222026,,11516,,Rent & Housing,4,302,Rent Expense Ledger
28-09-2025,UPI-BIG BAZAAR-LUNCH,,1919,,Groceries & Food,3,301,Groceries Expense Ledger
22-09-2025,SEP 2025 SALARY CREDIT,76643,,,Salary Income,1,201,Salary Ledger
02-11-2025,UPI-DMART-COACHING FEES,,6438,,Education & Books,10,308,Education Expense Ledger
26-01-2026,JAN 2026 SALARY CREDIT,53382,,,Salary Income,1,201,Salary Ledger
05-08-2025,UPI-LENSKART-MUMBAI TRIP,,8383,,Transport & Travel,5,303,Travel Expense Ledger
03-12-2025,UPI-OLA CABS-CLOTHING,,8547,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
23-10-2025,UPI-IRCTC UTS-TICKET-765585023,,13941,,Transport & Travel,5,303,Travel Expense Ledger
07-07-2025,NEFT CR-SALARY-HDFC BANK,87340,,,Salary Income,1,201,Salary Ledger
14-02-2026,UPI-IRCTC UTS-TICKET-763661890,,7494,,Transport & Travel,5,303,Travel Expense Ledger
16-01-2026,UPI-GOOGLEPAY-MEDICAL BILL,,4934,,Health & Medical,9,307,Medical Expense Ledger
26-11-2025,UPI-CREDCLUB-BROADBAND BILL,,2931,,Utilities & Bills,7,305,Utilities Expense Ledger
04-02-2026,UPI-DOMINOS PIZZA-GOA TRIP EXPENSES,,5403,,Transport & Travel,5,303,Travel Expense Ledger
10-02-2026,APR FEB SALARY,55958,,,Salary Income,1,201,Salary Ledger
14-12-2025,DIVIDEND CREDIT ASIAN PAINTS LTD-403806,6404,,,Investment Income,2,202,Investment Income Ledger
30-01-2026,UPI-AMAZON INDIA-STATIONERY,,514,,Education & Books,10,308,Education Expense Ledger
10-12-2025,NEFT CR-SALARY-HDFC BANK,77146,,,Salary Income,1,201,Salary Ledger
04-12-2025,NEFT-RENT-131556,,54098,,Rent & Housing,4,302,Rent Expense Ledger
12-11-2025,UPI-AIRTEL PAYMENTS BANK-GAS CYLINDER PAYMENT,,957,,Utilities & Bills,7,305,Utilities Expense Ledger
30-12-2025,SALARY CREDIT DEC 2025,45670,,,Salary Income,1,201,Salary Ledger
28-05-2025,NEFT-RENT-296292,,46885,,Rent & Housing,4,302,Rent Expense Ledger
15-02-2026,UPI-AMAZON INDIA-MISC-872291,14581,,,Miscellaneous,12,499,Miscellaneous Ledger
12-02-2026,UPI-SPOTIFY-BREAKFAST,,1737,,Groceries & Food,3,301,Groceries Expense Ledger
11-04-2025,UPI-ZOMATO-ONLINE COURSE,,5376,,Education & Books,10,308,Education Expense Ledger
26-01-2026,RELIANCE INDUSTRIES INTEREST CREDIT-324970,8770,,,Investment Income,2,202,Investment Income Ledger
17-05-2025,UPI-ZERODHA BROKING LTD-LUNCH,,1352,,Groceries & Food,3,301,Groceries Expense Ledger
31-07-2025,UPI-OLA CABS-MISC-744795,11578,,,Miscellaneous,12,499,Miscellaneous Ledger
27-12-2025,UPI-MYNTRA-FOOD,,1799,,Groceries & Food,3,301,Groceries Expense Ledger
29-05-2025,UPI-SWIGGY-MISC-565536,,3442,,Miscellaneous,12,499,Miscellaneous Ledger
23-01-2026,UPI-AIRTEL PAYMENTS BANK-ONLINE COURSE,,1270,,Education & Books,10,308,Education Expense Ledger
28-01-2026,UPI-SPOTIFY-MISC-312986,13507,,,Miscellaneous,12,499,Miscellaneous Ledger
02-10-2025,UPI-ZOMATO-MOBILE BILL,,1188,,Utilities & Bills,7,305,Utilities Expense Ledger
03-04-2025,UPI-CREDCLUB-GAMING,,2969,,Entertainment,8,306,Entertainment Expense Ledger
14-07-2025,ACH C- HDFC BANK DIVIDEND-524429,6704,,,Investment Income,2,202,Investment Income Ledger
11-11-2025,UPI-BHARGAV SANDEEP DESAI-GAMING,,1378,,Entertainment,8,306,Entertainment Expense Ledger
24-03-2026,UPI-AK JUICE CENTRE-MUMBAI TRIP,,5617,,Transport & Travel,5,303,Travel Expense Ledger
16-11-2025,NEFT-RENT-513083,,37631,,Rent & Housing,4,302,Rent Expense Ledger
04-07-2025,UPI-STARBUCKS-MISC-832318,2291,,,Miscellaneous,12,499,Miscellaneous Ledger
17-11-2025,UPI-GOOGLEPAY-BROADBAND BILL,,603,,Utilities & Bills,7,305,Utilities Expense Ledger
14-10-2025,UPI-ZERODHA BROKING LTD-ELECTRICITY BILL,,4363,,Utilities & Bills,7,305,Utilities Expense Ledger
09-01-2026,UPI-GOOGLEPAY-MOBILE BILL,,4473,,Utilities & Bills,7,305,Utilities Expense Ledger
09-05-2025,UPI-CREDCLUB-MISC-669929,5053,,,Miscellaneous,12,499,Miscellaneous Ledger
03-01-2026,UPI-AIRTEL PAYMENTS BANK-MISC-657373,14507,,,Miscellaneous,12,499,Miscellaneous Ledger
15-10-2025,UPI-UBER-DOCTOR CONSULTATION,,1702,,Health & Medical,9,307,Medical Expense Ledger
17-03-2026,UPI-GOOGLEPAY-MOBILE BILL,,318,,Utilities & Bills,7,305,Utilities Expense Ledger
03-08-2025,ACH C- ICICI BANK DIVIDEND-922450,3607,,,Investment Income,2,202,Investment Income Ledger
17-11-2025,DIVIDEND CREDIT ASIAN PAINTS LTD-370001,2653,,,Investment Income,2,202,Investment Income Ledger
06-03-2026,UPI-BHARGAV SANDEEP DESAI-GOA TRIP EXPENSES,,8277,,Transport & Travel,5,303,Travel Expense Ledger
08-05-2025,UPI-ZOMATO-ONLINE SHOPPING,,12026,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
08-03-2026,APR MAR SALARY,86598,,,Salary Income,1,201,Salary Ledger
07-12-2025,NEFT-RENT-727763,,48166,,Rent & Housing,4,302,Rent Expense Ledger
25-04-2025,POS-AMAZON INDIA-MALL PURCHASE,,16908,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
19-07-2025,CC BILL PAYMENT-698372628,,46772,,Credit Card Payment,11,401,Credit Card Payment Ledger
14-12-2025,UPI-OLA CABS-CONCERT TICKETS,,3657,,Entertainment,8,306,Entertainment Expense Ledger
25-04-2025,UPI-DMART-JUICE,,308,,Groceries & Food,3,301,Groceries Expense Ledger
29-10-2025,UPI-OLA CABS-GOA TRIP EXPENSES,,9483,,Transport & Travel,5,303,Travel Expense Ledger
04-08-2025,UPI-AK JUICE CENTRE-MEDICAL BILL,,3567,,Health & Medical,9,307,Medical Expense Ledger
13-11-2025,UPI-CREDCLUB-CRED PAYMENT-885397155,,64749,,Credit Card Payment,11,401,Credit Card Payment Ledger
17-04-2025,UPI-AMAZON INDIA-MOVIE TICKETS,,454,,Entertainment,8,306,Entertainment Expense Ledger
12-02-2026,UPI-CREDCLUB-LAB TESTS,,7956,,Health & Medical,9,307,Medical Expense Ledger
21-03-2026,RENT PAYMENT-667769,,20458,,Rent & Housing,4,302,Rent Expense Ledger
19-03-2026,UPI-UBER-ONLINE SHOPPING,,9782,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
29-12-2025,UPI-RELIANCE DIGITAL-JUICE,,276,,Groceries & Food,3,301,Groceries Expense Ledger
18-05-2025,UPI-AIRTEL PAYMENTS BANK-MISC-373958,8969,,,Miscellaneous,12,499,Miscellaneous Ledger
02-01-2026,UPI-SWIGGY-MEDICAL BILL,,6144,,Health & Medical,9,307,Medical Expense Ledger
09-04-2025,UPI-ZERODHA BROKING LTD-MISC-361176,1598,,,Miscellaneous,12,499,Miscellaneous Ledger
09-04-2025,UPI-SWIGGY-CONCERT TICKETS,,4057,,Entertainment,8,306,Entertainment Expense Ledger
27-07-2025,UPI-BIG BAZAAR-DINNER,,566,,Groceries & Food,3,301,Groceries Expense Ledger
25-09-2025,UPI-FLIPKART-MOBILE BILL,,2364,,Utilities & Bills,7,305,Utilities Expense Ledger
06-01-2026,RENT PAYMENT-701799,,51169,,Rent & Housing,4,302,Rent Expense Ledger
05-12-2025,CC BILL PAYMENT-117750431,,4880,,Credit Card Payment,11,401,Credit Card Payment Ledger
10-09-2025,BANK TRANSFER-HOUSE RENT-319057,,51448,,Rent & Housing,4,302,Rent Expense Ledger
09-07-2025,UPI-AIRTEL PAYMENTS BANK-DOCTOR CONSULTATION,,6739,,Health & Medical,9,307,Medical Expense Ledger
29-03-2026,MAR 2026 SALARY CREDIT,87498,,,Salary Income,1,201,Salary Ledger
03-09-2025,UPI-STARBUCKS-MOBILE BILL,,1293,,Utilities & Bills,7,305,Utilities Expense Ledger
12-09-2025,NEFT-RENT-513532,,27790,,Rent & Housing,4,302,Rent Expense Ledger
30-05-2025,UPI-LENSKART-MOVIE TICKETS,,3848,,Entertainment,8,306,Entertainment Expense Ledger
15-01-2026,UPI-AIRTEL PAYMENTS BANK-CLOTHING,,14137,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
09-12-2025,HINDUSTAN UNILEVER LTD INTEREST CREDIT-959613,5335,,,Investment Income,2,202,Investment Income Ledger
20-06-2025,UPI-CROSSWORD BOOKSTORE-DINNER,,528,,Groceries & Food,3,301,Groceries Expense Ledger
30-04-2025,UPI-SPOTIFY-STATIONERY,,2935,,Education & Books,10,308,Education Expense Ledger
04-12-2025,UPI-CREDCLUB-GAS CYLINDER PAYMENT,,2263,,Utilities & Bills,7,305,Utilities Expense Ledger
25-11-2025,UPI-AMAZON INDIA-MISC-332911,14899,,,Miscellaneous,12,499,Miscellaneous Ledger
09-07-2025,UPI-CREDCLUB-CRED PAYMENT-654420966,,14403,,Credit Card Payment,11,401,Credit Card Payment Ledger
13-03-2026,NEFT-RENT-458234,,15959,,Rent & Housing,4,302,Rent Expense Ledger
25-05-2025,UPI-RELIANCE DIGITAL-ONLINE COURSE,,6836,,Education & Books,10,308,Education Expense Ledger
05-09-2025,UPI-GOOGLEPAY-BROADBAND BILL,,1782,,Utilities & Bills,7,305,Utilities Expense Ledger
10-03-2026,UPI-CREDCLUB-MUMBAI TRIP,,4666,,Transport & Travel,5,303,Travel Expense Ledger
31-08-2025,UPI-AMAZON INDIA-ONLINE COURSE,,550,,Education & Books,10,308,Education Expense Ledger
19-11-2025,POS-MYNTRA-MALL PURCHASE,,4932,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
23-08-2025,UPI-BIG BAZAAR-WATER BILL,,4324,,Utilities & Bills,7,305,Utilities Expense Ledger
09-07-2025,JUL 2025 SALARY CREDIT,41893,,,Salary Income,1,201,Salary Ledger
25-03-2026,UPI-CREDCLUB-CRED PAYMENT-778157862,,77768,,Credit Card Payment,11,401,Credit Card Payment Ledger
27-08-2025,POS-AK JUICE CENTRE-MALL PURCHASE,,3317,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
20-02-2026,NEFT CR-CREDIT CARD BILL PAYMENT-655444346,,63574,,Credit Card Payment,11,401,Credit Card Payment Ledger
23-06-2025,NEFT CR-SALARY-INFOSYS LIMITED,65022,,,Salary Income,1,201,Salary Ledger
17-06-2025,UPI-GOOGLEPAY-MISC-757346,2994,,,Miscellaneous,12,499,Miscellaneous Ledger
12-04-2025,UPI-FLIPKART-JUICE,,259,,Groceries & Food,3,301,Groceries Expense Ledger
24-11-2025,UPI-CREDCLUB-CAB RIDE,,2924,,Transport & Travel,5,303,Travel Expense Ledger
13-08-2025,UPI-AK JUICE CENTRE-STATIONERY,,3385,,Education & Books,10,308,Education Expense Ledger
09-02-2026,UPI-BHARGAV SANDEEP DESAI-SHOPPING,,248,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
20-09-2025,UPI-DOMINOS PIZZA-COACHING FEES,,9397,,Education & Books,10,308,Education Expense Ledger
19-03-2026,UPI-ZOMATO-ONLINE COURSE,,7597,,Education & Books,10,308,Education Expense Ledger
07-06-2025,UPI-CROSSWORD BOOKSTORE-BOOKS,,9999,,Education & Books,10,308,Education Expense Ledger
11-02-2026,UPI-CREDCLUB-CRED PAYMENT-699974146,,10472,,Credit Card Payment,11,401,Credit Card Payment Ledger
08-01-2026,RENT PAYMENT-690348,,38766,,Rent & Housing,4,302,Rent Expense Ledger
06-01-2026,UPI-BIG BAZAAR-GAMING,,307,,Entertainment,8,306,Entertainment Expense Ledger
02-02-2026,DIVIDEND CREDIT ASIAN PAINTS LTD-373497,487,,,Investment Income,2,202,Investment Income Ledger
03-01-2026,UPI-APOLLO PHARMACY-COACHING FEES,,8386,,Education & Books,10,308,Education Expense Ledger
14-11-2025,UPI-NATURAL ICE CREAM-LAB TESTS,,6226,,Health & Medical,9,307,Medical Expense Ledger
18-05-2025,NEFT CR-SALARY-WIPRO,52916,,,Salary Income,1,201,Salary Ledger
12-04-2025,UPI-STARBUCKS-GOA TRIP EXPENSES,,8491,,Transport & Travel,5,303,Travel Expense Ledger
02-03-2026,UPI-NATURAL ICE CREAM-MUMBAI TRIP,,9763,,Transport & Travel,5,303,Travel Expense Ledger
11-11-2025,ACH C- ICICI BANK DIVIDEND-912425,654,,,Investment Income,2,202,Investment Income Ledger
15-01-2026,UPI-SWIGGY-ELECTRONICS,,12267,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
23-09-2025,UPI-NATURAL ICE CREAM-SHOPPING,,8940,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
13-05-2025,UPI-ZERODHA BROKING LTD-CLOTHING,,4707,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
16-05-2025,UPI-OLA CABS-MEDICAL BILL,,5392,,Health & Medical,9,307,Medical Expense Ledger
